id_txn,id_comercio,id_cliente,fecha_hora,monto_total,costo_estimado,ganancia_neta,categoria_compra,estado,metodo_pago
TXN-005139,COM-001,CLI-1-097,2026-01-24 10:19,3.9,2.43,1.47,Bebidas,Exitosa,QR Deuna
TXN-005140,COM-001,CLI-1-015,2026-01-24 18:53,7.8,5.3,2.5,Granos,Exitosa,QR Deuna
TXN-005141,COM-001,CLI-1-099,2026-01-24 15:29,0.73,0.47,0.26,Snacks,Exitosa,QR Deuna
TXN-005142,COM-001,CLI-1-009,2026-01-24 12:24,1.46,0.93,0.53,Snacks,Exitosa,QR Deuna
TXN-005143,COM-001,CLI-1-030,2026-01-24 09:21,5.2,3.47,1.73,Granos,Exitosa,Transferencia
TXN-005144,COM-001,CLI-1-081,2026-01-24 14:24,2.6,1.65,0.95,Granos,Exitosa,QR Deuna
TXN-005145,COM-001,CLI-1-091,2026-01-25 15:36,2.6,1.6,1.0,Bebidas,Exitosa,QR Deuna
TXN-005146,COM-001,CLI-1-068,2026-01-25 11:49,7.8,4.87,2.93,Granos,Exitosa,Transferencia
TXN-005147,COM-001,CLI-1-076,2026-01-25 08:40,1.46,0.97,0.49,Snacks,Exitosa,Transferencia
TXN-005148,COM-001,CLI-1-054,2026-01-25 13:13,1.3,0.81,0.49,Bebidas,Exitosa,QR Deuna
TXN-005149,COM-001,CLI-1-022,2026-01-25 17:14,2.6,1.8,0.8,Granos,Exitosa,QR Deuna
TXN-005150,COM-001,CLI-1-046,2026-01-25 09:21,5.2,3.12,2.08,Granos,Exitosa,QR Deuna
TXN-005151,COM-001,CLI-1-001,2026-01-25 19:30,7.8,5.1,2.7,Granos,Exitosa,QR Deuna
TXN-005152,COM-001,CLI-1-009,2026-01-25 19:10,2.6,1.62,0.98,Granos,Exitosa,QR Deuna
TXN-005153,COM-001,CLI-1-084,2026-01-25 12:46,1.3,0.85,0.45,Bebidas,Exitosa,QR Deuna
TXN-005154,COM-001,CLI-1-087,2026-01-25 16:47,0.73,0.51,0.22,Snacks,Exitosa,QR Deuna
TXN-005155,COM-001,CLI-1-066,2026-01-25 16:47,2.6,1.78,0.82,Bebidas,Exitosa,Transferencia
TXN-005156,COM-001,CLI-1-078,2026-01-25 10:18,2.19,1.38,0.81,Snacks,Exitosa,QR Deuna
TXN-005157,COM-001,CLI-1-092,2026-01-25 19:31,2.19,1.32,0.87,Snacks,Exitosa,QR Deuna
TXN-005158,COM-001,CLI-1-065,2026-01-25 19:37,0.73,0.5,0.23,Snacks,Exitosa,QR Deuna
TXN-005159,COM-001,CLI-1-087,2026-01-25 18:33,2.19,1.33,0.86,Snacks,Exitosa,Transferencia
TXN-005160,COM-001,CLI-1-038,2026-01-25 17:06,1.3,0.9,0.4,Bebidas,Exitosa,Transferencia
TXN-005161,COM-001,CLI-1-058,2026-01-25 09:15,2.19,1.38,0.81,Snacks,Exitosa,QR Deuna
TXN-005162,COM-001,CLI-1-032,2026-01-25 13:43,7.8,4.71,3.09,Granos,Exitosa,QR Deuna
TXN-005163,COM-001,CLI-1-003,2026-01-25 14:05,3.9,2.64,1.26,Bebidas,Exitosa,QR Deuna
TXN-005164,COM-001,CLI-1-066,2026-01-26 10:30,5.2,3.52,1.68,Granos,Exitosa,Transferencia
TXN-005165,COM-001,CLI-1-100,2026-01-26 14:57,5.2,3.33,1.87,Granos,Exitosa,QR Deuna
TXN-005166,COM-001,CLI-1-070,2026-01-26 18:45,1.46,0.98,0.48,Snacks,Exitosa,QR Deuna
TXN-005167,COM-001,CLI-1-062,2026-01-26 15:46,7.8,5.17,0,Granos,Reversada,QR Deuna
TXN-005168,COM-001,CLI-1-032,2026-01-26 10:45,1.3,0.83,0.47,Bebidas,Exitosa,QR Deuna
TXN-005169,COM-001,CLI-1-090,2026-01-26 16:48,2.6,1.68,0.92,Bebidas,Exitosa,QR Deuna
TXN-005170,COM-001,CLI-1-060,2026-01-26 11:59,3.9,2.44,1.46,Bebidas,Exitosa,QR Deuna
TXN-005171,COM-001,CLI-1-059,2026-01-26 10:33,1.3,0.81,0.49,Bebidas,Exitosa,QR Deuna
TXN-005172,COM-001,CLI-1-095,2026-01-26 17:35,7.8,5.34,2.46,Granos,Exitosa,QR Deuna
TXN-005173,COM-001,CLI-1-034,2026-01-26 18:45,5.2,3.28,1.92,Granos,Exitosa,QR Deuna
TXN-005174,COM-001,CLI-1-088,2026-01-26 13:10,7.8,4.72,3.08,Granos,Exitosa,QR Deuna
TXN-005175,COM-001,CLI-1-005,2026-01-26 17:04,2.6,1.8,0.8,Bebidas,Exitosa,QR Deuna
TXN-005176,COM-001,CLI-1-019,2026-01-26 11:58,1.3,0.79,0.51,Bebidas,Exitosa,QR Deuna
TXN-005177,COM-001,CLI-1-020,2026-01-26 09:25,2.6,1.71,0.89,Granos,Exitosa,QR Deuna
TXN-005178,COM-001,CLI-1-071,2026-01-26 16:31,3.9,2.61,1.29,Bebidas,Exitosa,QR Deuna
TXN-005179,COM-001,CLI-1-018,2026-01-26 16:29,5.2,3.48,1.72,Granos,Exitosa,QR Deuna
TXN-005180,COM-001,CLI-1-078,2026-01-26 10:37,2.19,1.47,0.72,Snacks,Exitosa,QR Deuna
TXN-005181,COM-001,CLI-1-098,2026-01-27 11:17,5.2,3.46,1.74,Granos,Exitosa,Transferencia
TXN-005182,COM-001,CLI-1-073,2026-01-27 12:43,2.6,1.74,0.86,Granos,Exitosa,QR Deuna
TXN-005183,COM-001,CLI-1-097,2026-01-27 18:55,2.6,1.66,0.94,Granos,Exitosa,QR Deuna
TXN-005184,COM-001,CLI-1-083,2026-01-27 15:13,5.2,3.13,2.07,Granos,Exitosa,QR Deuna
TXN-005185,COM-001,CLI-1-055,2026-01-27 08:48,2.19,1.5,0.69,Snacks,Exitosa,QR Deuna
TXN-005186,COM-001,CLI-1-063,2026-01-27 16:28,0.73,0.51,0.22,Snacks,Exitosa,QR Deuna
TXN-005187,COM-001,CLI-1-074,2026-01-27 11:22,3.9,2.44,1.46,Bebidas,Exitosa,Transferencia
TXN-005188,COM-001,CLI-1-088,2026-01-27 10:25,2.6,1.62,0.98,Granos,Exitosa,Transferencia
TXN-005189,COM-001,CLI-1-018,2026-01-27 17:41,1.3,0.8,0.5,Bebidas,Exitosa,QR Deuna
TXN-005190,COM-001,CLI-1-005,2026-01-27 12:23,1.46,0.97,0.49,Snacks,Exitosa,QR Deuna
TXN-005191,COM-001,CLI-1-088,2026-01-27 10:33,1.3,0.83,0.47,Bebidas,Exitosa,QR Deuna
TXN-005192,COM-001,CLI-1-036,2026-01-27 17:07,5.2,3.41,1.79,Granos,Exitosa,Transferencia
TXN-005193,COM-001,CLI-1-005,2026-01-27 11:38,2.6,1.78,0.82,Bebidas,Exitosa,QR Deuna
TXN-005194,COM-001,CLI-1-052,2026-01-27 13:42,2.6,1.81,0.79,Bebidas,Exitosa,QR Deuna
TXN-005195,COM-001,CLI-1-076,2026-01-27 12:52,2.6,1.7,0.9,Granos,Exitosa,Transferencia
TXN-005196,COM-001,CLI-1-082,2026-01-27 15:24,2.6,1.61,0.99,Bebidas,Exitosa,QR Deuna
TXN-005197,COM-001,CLI-1-087,2026-01-27 12:33,1.3,0.79,0.51,Bebidas,Exitosa,Transferencia
TXN-005198,COM-001,CLI-1-073,2026-01-27 11:19,5.2,3.21,1.99,Granos,Exitosa,Transferencia
TXN-005199,COM-001,CLI-1-097,2026-01-28 14:16,2.19,1.39,0,Snacks,Reversada,Transferencia
TXN-005200,COM-001,CLI-1-055,2026-01-28 18:20,3.9,2.69,1.21,Bebidas,Exitosa,QR Deuna
TXN-005201,COM-001,CLI-1-064,2026-01-28 12:59,2.6,1.57,1.03,Granos,Exitosa,QR Deuna
TXN-005202,COM-001,CLI-1-084,2026-01-28 08:31,1.3,0.83,0.47,Bebidas,Exitosa,QR Deuna
TXN-005203,COM-001,CLI-1-087,2026-01-28 18:38,1.3,0.89,0.41,Bebidas,Exitosa,Transferencia
TXN-005204,COM-001,CLI-1-063,2026-01-28 13:00,1.46,0.95,0.51,Snacks,Exitosa,QR Deuna
TXN-005205,COM-001,CLI-1-004,2026-01-28 13:31,5.2,3.53,1.67,Granos,Exitosa,QR Deuna
TXN-005206,COM-001,CLI-1-013,2026-01-28 09:42,0.73,0.48,0.25,Snacks,Exitosa,QR Deuna
TXN-005207,COM-001,CLI-1-057,2026-01-28 11:49,1.46,0.98,0.48,Snacks,Exitosa,QR Deuna
TXN-005208,COM-001,CLI-1-054,2026-01-28 15:22,1.3,0.78,0.52,Bebidas,Exitosa,Transferencia
TXN-005209,COM-001,CLI-1-002,2026-01-28 11:33,2.19,1.34,0.85,Snacks,Exitosa,QR Deuna
TXN-005210,COM-001,CLI-1-048,2026-01-28 10:02,3.9,2.42,1.48,Bebidas,Exitosa,QR Deuna
TXN-005211,COM-001,CLI-1-004,2026-01-28 17:44,2.6,1.68,0.92,Granos,Exitosa,QR Deuna
TXN-005212,COM-001,CLI-1-049,2026-01-28 15:35,2.6,1.74,0.86,Granos,Exitosa,Transferencia
TXN-005213,COM-001,CLI-1-097,2026-01-28 12:58,2.19,1.49,0.7,Snacks,Exitosa,QR Deuna
TXN-005214,COM-001,CLI-1-057,2026-01-28 14:42,2.6,1.65,0.95,Bebidas,Exitosa,QR Deuna
TXN-005215,COM-001,CLI-1-069,2026-01-28 11:16,5.2,3.37,1.83,Granos,Exitosa,QR Deuna
TXN-005216,COM-001,CLI-1-099,2026-01-28 09:49,2.6,1.66,0.94,Bebidas,Exitosa,QR Deuna
TXN-005217,COM-001,CLI-1-007,2026-01-28 10:11,3.9,2.48,1.42,Bebidas,Exitosa,QR Deuna
TXN-005218,COM-001,CLI-1-031,2026-01-28 17:01,1.3,0.86,0.44,Bebidas,Exitosa,QR Deuna
TXN-005219,COM-001,CLI-1-027,2026-01-29 16:13,3.9,2.48,1.42,Bebidas,Exitosa,QR Deuna
TXN-005220,COM-001,CLI-1-077,2026-01-29 12:04,2.6,1.61,0.99,Granos,Exitosa,QR Deuna
TXN-005221,COM-001,CLI-1-071,2026-01-29 15:39,2.6,1.63,0.97,Bebidas,Exitosa,QR Deuna
TXN-005222,COM-001,CLI-1-093,2026-01-29 15:28,2.6,1.8,0.8,Bebidas,Exitosa,QR Deuna
TXN-005223,COM-001,CLI-1-058,2026-01-29 15:06,1.46,0.97,0,Snacks,Reversada,QR Deuna
TXN-005224,COM-001,CLI-1-003,2026-01-29 12:26,2.6,1.63,0.97,Granos,Exitosa,QR Deuna
TXN-005225,COM-001,CLI-1-061,2026-01-29 09:38,1.46,0.92,0.54,Snacks,Exitosa,Transferencia
TXN-005226,COM-001,CLI-1-090,2026-01-29 09:07,2.6,1.64,0.96,Granos,Exitosa,QR Deuna
TXN-005227,COM-001,CLI-1-043,2026-01-29 17:02,2.6,1.8,0.8,Granos,Exitosa,QR Deuna
TXN-005228,COM-001,CLI-1-021,2026-01-29 12:14,1.3,0.83,0.47,Bebidas,Exitosa,QR Deuna
TXN-005229,COM-001,CLI-1-078,2026-01-29 10:22,2.19,1.43,0.76,Snacks,Exitosa,QR Deuna
TXN-005230,COM-001,CLI-1-063,2026-01-29 10:09,7.8,5.37,2.43,Granos,Exitosa,Transferencia
TXN-005231,COM-001,CLI-1-045,2026-01-29 12:40,7.8,4.95,2.85,Granos,Exitosa,Transferencia
TXN-005232,COM-001,CLI-1-056,2026-01-29 14:39,3.9,2.5,1.4,Bebidas,Exitosa,QR Deuna
TXN-005233,COM-001,CLI-1-074,2026-01-29 08:19,1.3,0.9,0.4,Bebidas,Exitosa,QR Deuna
TXN-005234,COM-001,CLI-1-039,2026-01-29 08:13,5.2,3.4,1.8,Granos,Exitosa,QR Deuna
TXN-005235,COM-001,CLI-1-061,2026-01-29 19:28,0.73,0.48,0.25,Snacks,Exitosa,Transferencia
TXN-005236,COM-001,CLI-1-035,2026-01-29 14:17,1.3,0.83,0.47,Bebidas,Exitosa,QR Deuna
TXN-005237,COM-001,CLI-1-042,2026-01-30 09:02,1.3,0.84,0.46,Bebidas,Exitosa,QR Deuna
TXN-005238,COM-001,CLI-1-061,2026-01-30 12:25,2.6,1.67,0.93,Bebidas,Exitosa,QR Deuna
TXN-005239,COM-001,CLI-1-071,2026-01-30 15:08,2.19,1.35,0.84,Snacks,Exitosa,QR Deuna
TXN-005240,COM-001,CLI-1-036,2026-01-30 12:21,5.2,3.43,1.77,Granos,Exitosa,QR Deuna
TXN-005241,COM-001,CLI-1-040,2026-01-30 17:41,0.73,0.51,0.22,Snacks,Exitosa,QR Deuna
TXN-005242,COM-001,CLI-1-063,2026-01-30 08:21,1.3,0.82,0.48,Bebidas,Exitosa,QR Deuna
TXN-005243,COM-001,CLI-1-091,2026-01-30 14:48,7.8,4.89,2.91,Granos,Exitosa,QR Deuna
TXN-005244,COM-001,CLI-1-069,2026-01-30 16:05,5.2,3.63,1.57,Granos,Exitosa,Transferencia
TXN-005245,COM-001,CLI-1-080,2026-01-30 10:39,2.19,1.49,0.7,Snacks,Exitosa,QR Deuna
TXN-005246,COM-001,CLI-1-089,2026-01-30 19:26,1.3,0.88,0.42,Bebidas,Exitosa,Transferencia
TXN-005247,COM-001,CLI-1-078,2026-01-30 17:23,5.2,3.22,0,Granos,Reversada,QR Deuna
TXN-005248,COM-001,CLI-1-015,2026-01-30 18:58,0.73,0.5,0.23,Snacks,Exitosa,QR Deuna
TXN-005249,COM-001,CLI-1-083,2026-01-30 15:03,1.46,0.93,0.53,Snacks,Exitosa,QR Deuna
TXN-005250,COM-001,CLI-1-030,2026-01-30 08:24,0.73,0.47,0.26,Snacks,Exitosa,Transferencia
TXN-005251,COM-001,CLI-1-073,2026-01-30 08:40,2.6,1.6,1.0,Bebidas,Exitosa,QR Deuna
TXN-005252,COM-001,CLI-1-007,2026-01-30 14:23,3.9,2.55,1.35,Bebidas,Exitosa,QR Deuna
TXN-005253,COM-001,CLI-1-037,2026-01-30 10:44,7.8,5.32,2.48,Granos,Exitosa,QR Deuna
TXN-005254,COM-001,CLI-1-068,2026-01-30 12:31,5.2,3.17,2.03,Granos,Exitosa,Transferencia
TXN-005255,COM-001,CLI-1-053,2026-01-30 18:33,1.3,0.9,0.4,Bebidas,Exitosa,QR Deuna
TXN-005256,COM-001,CLI-1-042,2026-01-30 08:11,2.19,1.5,0.69,Snacks,Exitosa,QR Deuna
TXN-005257,COM-001,CLI-1-073,2026-01-30 11:15,0.73,0.45,0.28,Snacks,Exitosa,Transferencia
TXN-005258,COM-001,CLI-1-006,2026-01-30 10:13,2.19,1.4,0.79,Snacks,Exitosa,QR Deuna
TXN-005259,COM-001,CLI-1-098,2026-01-30 15:42,0.73,0.49,0.24,Snacks,Exitosa,QR Deuna
TXN-005260,COM-001,CLI-1-018,2026-01-30 12:55,7.8,4.73,3.07,Granos,Exitosa,QR Deuna
TXN-005261,COM-001,CLI-1-071,2026-01-30 15:23,0.73,0.45,0.28,Snacks,Exitosa,QR Deuna
TXN-005262,COM-001,CLI-1-046,2026-01-30 13:32,5.2,3.43,1.77,Granos,Exitosa,Transferencia
TXN-005263,COM-001,CLI-1-015,2026-01-30 15:45,5.2,3.57,1.63,Granos,Exitosa,QR Deuna
TXN-005264,COM-001,CLI-1-085,2026-01-30 19:57,2.19,1.47,0.72,Snacks,Exitosa,QR Deuna
TXN-005265,COM-001,CLI-1-034,2026-01-30 17:29,2.19,1.53,0.66,Snacks,Exitosa,QR Deuna
TXN-005266,COM-001,CLI-1-023,2026-01-30 10:45,2.6,1.66,0.94,Bebidas,Exitosa,QR Deuna
TXN-005267,COM-001,CLI-1-052,2026-01-31 10:55,3.9,2.56,1.34,Bebidas,Exitosa,QR Deuna
TXN-005268,COM-001,CLI-1-005,2026-01-31 10:40,1.3,0.84,0.46,Bebidas,Exitosa,QR Deuna
TXN-005269,COM-001,CLI-1-035,2026-01-31 08:21,2.19,1.47,0.72,Snacks,Exitosa,QR Deuna
TXN-005270,COM-001,CLI-1-077,2026-01-31 18:56,2.6,1.64,0.96,Bebidas,Exitosa,Transferencia
TXN-005271,COM-001,CLI-1-036,2026-01-31 13:41,3.9,2.38,1.52,Bebidas,Exitosa,Transferencia
TXN-005272,COM-001,CLI-1-007,2026-01-31 09:41,2.6,1.57,1.03,Bebidas,Exitosa,QR Deuna
TXN-005273,COM-001,CLI-1-005,2026-01-31 09:59,2.6,1.58,1.02,Bebidas,Exitosa,QR Deuna
TXN-005274,COM-001,CLI-1-020,2026-01-31 12:02,2.6,1.65,0.95,Granos,Exitosa,Transferencia
TXN-005275,COM-001,CLI-1-050,2026-01-31 08:59,1.46,0.96,0.5,Snacks,Exitosa,QR Deuna
TXN-005276,COM-001,CLI-1-022,2026-01-31 11:45,2.6,1.76,0.84,Granos,Exitosa,QR Deuna
TXN-005277,COM-001,CLI-1-069,2026-01-31 13:55,7.8,5.34,2.46,Granos,Exitosa,QR Deuna
TXN-005278,COM-001,CLI-1-012,2026-01-31 18:29,2.6,1.78,0.82,Granos,Exitosa,Transferencia
TXN-005279,COM-001,CLI-1-084,2026-01-31 16:05,1.46,0.99,0.47,Snacks,Exitosa,QR Deuna
TXN-005280,COM-001,CLI-1-019,2026-01-31 12:40,5.2,3.51,1.69,Granos,Exitosa,QR Deuna
TXN-005281,COM-001,CLI-1-086,2026-01-31 17:53,1.46,0.96,0.5,Snacks,Exitosa,Transferencia
TXN-005282,COM-001,CLI-1-076,2026-01-31 09:40,0.73,0.51,0.22,Snacks,Exitosa,QR Deuna
TXN-005283,COM-001,CLI-1-093,2026-01-31 14:38,5.2,3.57,1.63,Granos,Exitosa,QR Deuna
TXN-005284,COM-001,CLI-1-050,2026-01-31 12:04,3.9,2.67,1.23,Bebidas,Exitosa,QR Deuna
TXN-005285,COM-001,CLI-1-029,2026-01-31 11:21,3.9,2.39,1.51,Bebidas,Exitosa,Transferencia
TXN-005286,COM-001,CLI-1-038,2026-01-31 18:38,0.73,0.48,0.25,Snacks,Exitosa,QR Deuna
TXN-005287,COM-001,CLI-1-099,2026-02-01 09:13,1.31,0.79,0.52,Bebidas,Exitosa,QR Deuna
TXN-005288,COM-001,CLI-1-049,2026-02-01 10:09,1.46,0.98,0.48,Snacks,Exitosa,QR Deuna
TXN-005289,COM-001,CLI-1-061,2026-02-01 18:01,7.83,4.98,0,Granos,Reversada,Transferencia
TXN-005290,COM-001,CLI-1-086,2026-02-01 16:37,0.73,0.49,0.24,Snacks,Exitosa,QR Deuna
TXN-005291,COM-001,CLI-1-022,2026-02-01 14:53,2.62,1.78,0.84,Bebidas,Exitosa,Transferencia
TXN-005292,COM-001,CLI-1-059,2026-02-01 17:01,2.61,1.62,0.99,Granos,Exitosa,QR Deuna
TXN-005293,COM-001,CLI-1-040,2026-02-01 14:39,2.61,1.67,0.94,Granos,Exitosa,Transferencia
TXN-005294,COM-001,CLI-1-010,2026-02-01 18:07,5.22,3.45,1.77,Granos,Exitosa,Transferencia
TXN-005295,COM-001,CLI-1-024,2026-02-01 16:30,2.62,1.75,0.87,Bebidas,Exitosa,QR Deuna
TXN-005296,COM-001,CLI-1-019,2026-02-01 14:09,2.61,1.63,0.98,Granos,Exitosa,QR Deuna
TXN-005297,COM-001,CLI-1-081,2026-02-01 19:35,2.19,1.45,0.74,Snacks,Exitosa,QR Deuna
TXN-005298,COM-001,CLI-1-078,2026-02-01 14:02,7.83,4.71,3.12,Granos,Exitosa,QR Deuna
TXN-005299,COM-001,CLI-1-020,2026-02-01 18:00,5.22,3.57,1.65,Granos,Exitosa,QR Deuna
TXN-005300,COM-001,CLI-1-042,2026-02-01 15:02,3.93,2.49,1.44,Bebidas,Exitosa,QR Deuna
TXN-005301,COM-001,CLI-1-038,2026-02-01 18:19,2.61,1.8,0.81,Granos,Exitosa,QR Deuna
TXN-005302,COM-001,CLI-1-005,2026-02-01 11:28,7.83,4.82,3.01,Granos,Exitosa,QR Deuna
TXN-005303,COM-001,CLI-1-065,2026-02-01 08:07,5.22,3.25,1.97,Granos,Exitosa,Transferencia
TXN-005304,COM-001,CLI-1-086,2026-02-01 16:07,1.46,0.94,0.52,Snacks,Exitosa,QR Deuna
TXN-005305,COM-001,CLI-1-047,2026-02-01 13:49,5.22,3.44,1.78,Granos,Exitosa,QR Deuna
TXN-005306,COM-001,CLI-1-018,2026-02-01 14:59,2.62,1.77,0.85,Bebidas,Exitosa,QR Deuna
TXN-005307,COM-001,CLI-1-077,2026-02-01 10:16,7.83,4.87,2.96,Granos,Exitosa,Transferencia
TXN-005308,COM-001,CLI-1-051,2026-02-01 11:32,1.46,0.89,0.57,Snacks,Exitosa,QR Deuna
TXN-005309,COM-001,CLI-1-044,2026-02-01 19:14,0.73,0.49,0.24,Snacks,Exitosa,QR Deuna
TXN-005310,COM-001,CLI-1-067,2026-02-01 09:01,2.62,1.82,0.8,Bebidas,Exitosa,Transferencia
TXN-005311,COM-001,CLI-1-042,2026-02-01 13:07,2.62,1.67,0.95,Bebidas,Exitosa,QR Deuna
TXN-005312,COM-001,CLI-1-016,2026-02-02 14:58,1.31,0.82,0.49,Bebidas,Exitosa,Transferencia
TXN-005313,COM-001,CLI-1-048,2026-02-02 18:08,0.73,0.46,0.27,Snacks,Exitosa,QR Deuna
TXN-005314,COM-001,CLI-1-055,2026-02-02 08:10,5.22,3.3,1.92,Granos,Exitosa,QR Deuna
TXN-005315,COM-001,CLI-1-065,2026-02-02 17:42,1.31,0.86,0.45,Bebidas,Exitosa,Transferencia
TXN-005316,COM-001,CLI-1-068,2026-02-02 08:33,5.22,3.61,1.61,Granos,Exitosa,QR Deuna
TXN-005317,COM-001,CLI-1-037,2026-02-02 08:21,2.19,1.44,0.75,Snacks,Exitosa,Transferencia
TXN-005318,COM-001,CLI-1-009,2026-02-02 17:00,2.19,1.44,0.75,Snacks,Exitosa,QR Deuna
TXN-005319,COM-001,CLI-1-043,2026-02-02 09:52,2.61,1.76,0.85,Granos,Exitosa,QR Deuna
TXN-005320,COM-001,CLI-1-055,2026-02-02 17:16,1.46,0.97,0.49,Snacks,Exitosa,QR Deuna
TXN-005321,COM-001,CLI-1-035,2026-02-02 19:19,1.46,0.94,0.52,Snacks,Exitosa,QR Deuna
TXN-005322,COM-001,CLI-1-011,2026-02-02 16:23,0.73,0.46,0.27,Snacks,Exitosa,QR Deuna
TXN-005323,COM-001,CLI-1-003,2026-02-02 10:43,5.22,3.61,1.61,Granos,Exitosa,QR Deuna
TXN-005324,COM-001,CLI-1-072,2026-02-02 13:56,5.22,3.5,1.72,Granos,Exitosa,Transferencia
TXN-005325,COM-001,CLI-1-009,2026-02-02 15:35,1.46,0.97,0.49,Snacks,Exitosa,Transferencia
TXN-005326,COM-001,CLI-1-048,2026-02-02 09:39,3.93,2.63,1.3,Bebidas,Exitosa,QR Deuna
TXN-005327,COM-001,CLI-1-060,2026-02-02 09:45,7.83,5.09,2.74,Granos,Exitosa,QR Deuna
TXN-005328,COM-001,CLI-1-080,2026-02-03 10:10,0.73,0.5,0.23,Snacks,Exitosa,QR Deuna
TXN-005329,COM-001,CLI-1-054,2026-02-03 08:27,7.83,5.04,2.79,Granos,Exitosa,Transferencia
TXN-005330,COM-001,CLI-1-063,2026-02-03 17:01,0.73,0.46,0.27,Snacks,Exitosa,QR Deuna
TXN-005331,COM-001,CLI-1-100,2026-02-03 08:55,3.93,2.69,1.24,Bebidas,Exitosa,QR Deuna
TXN-005332,COM-001,CLI-1-060,2026-02-03 10:31,2.61,1.62,0.99,Granos,Exitosa,QR Deuna
TXN-005333,COM-001,CLI-1-066,2026-02-03 09:10,1.46,1.0,0.46,Snacks,Exitosa,QR Deuna
TXN-005334,COM-001,CLI-1-094,2026-02-03 08:06,2.61,1.79,0.82,Granos,Exitosa,QR Deuna
TXN-005335,COM-001,CLI-1-096,2026-02-03 13:01,0.73,0.51,0.22,Snacks,Exitosa,QR Deuna
TXN-005336,COM-001,CLI-1-084,2026-02-03 09:10,5.22,3.5,1.72,Granos,Exitosa,QR Deuna
TXN-005337,COM-001,CLI-1-006,2026-02-03 17:12,1.31,0.89,0.42,Bebidas,Exitosa,QR Deuna
TXN-005338,COM-001,CLI-1-047,2026-02-03 11:49,7.83,5.05,2.78,Granos,Exitosa,QR Deuna
TXN-005339,COM-001,CLI-1-057,2026-02-03 14:36,2.62,1.59,1.03,Bebidas,Exitosa,QR Deuna
TXN-005340,COM-001,CLI-1-020,2026-02-03 08:37,3.93,2.51,1.42,Bebidas,Exitosa,QR Deuna
TXN-005341,COM-001,CLI-1-043,2026-02-03 16:44,2.61,1.63,0,Granos,Reversada,QR Deuna
TXN-005342,COM-001,CLI-1-059,2026-02-03 17:16,2.61,1.67,0.94,Granos,Exitosa,QR Deuna
TXN-005343,COM-001,CLI-1-050,2026-02-03 12:37,7.83,5.32,2.51,Granos,Exitosa,QR Deuna
TXN-005344,COM-001,CLI-1-098,2026-02-03 17:34,0.73,0.47,0.26,Snacks,Exitosa,QR Deuna
TXN-005345,COM-001,CLI-1-016,2026-02-03 17:02,0.73,0.49,0.24,Snacks,Exitosa,QR Deuna
TXN-005346,COM-001,CLI-1-038,2026-02-03 17:47,3.93,2.58,1.35,Bebidas,Exitosa,QR Deuna
TXN-005347,COM-001,CLI-1-018,2026-02-03 12:25,0.73,0.5,0.23,Snacks,Exitosa,Transferencia
TXN-005348,COM-001,CLI-1-085,2026-02-03 19:47,1.46,0.89,0.57,Snacks,Exitosa,QR Deuna
TXN-005349,COM-001,CLI-1-086,2026-02-04 10:06,7.83,5.07,2.76,Granos,Exitosa,QR Deuna
TXN-005350,COM-001,CLI-1-028,2026-02-04 09:06,2.62,1.69,0.93,Bebidas,Exitosa,QR Deuna
TXN-005351,COM-001,CLI-1-086,2026-02-04 19:00,0.73,0.49,0.24,Snacks,Exitosa,Transferencia
TXN-005352,COM-001,CLI-1-079,2026-02-04 16:51,3.93,2.52,1.41,Bebidas,Exitosa,QR Deuna
TXN-005353,COM-001,CLI-1-038,2026-02-04 08:54,3.93,2.59,1.34,Bebidas,Exitosa,QR Deuna
TXN-005354,COM-001,CLI-1-043,2026-02-04 18:36,2.61,1.64,0.97,Granos,Exitosa,Transferencia
TXN-005355,COM-001,CLI-1-040,2026-02-04 14:42,2.62,1.68,0.94,Bebidas,Exitosa,QR Deuna
TXN-005356,COM-001,CLI-1-007,2026-02-04 13:54,2.19,1.34,0.85,Snacks,Exitosa,QR Deuna
TXN-005357,COM-001,CLI-1-095,2026-02-04 15:38,2.62,1.63,0.99,Bebidas,Exitosa,Transferencia
TXN-005358,COM-001,CLI-1-074,2026-02-04 13:24,2.61,1.8,0.81,Granos,Exitosa,QR Deuna
TXN-005359,COM-001,CLI-1-027,2026-02-04 16:58,5.22,3.48,1.74,Granos,Exitosa,QR Deuna
TXN-005360,COM-001,CLI-1-010,2026-02-04 17:21,5.22,3.51,1.71,Granos,Exitosa,QR Deuna
TXN-005361,COM-001,CLI-1-088,2026-02-05 17:00,7.83,4.81,3.02,Granos,Exitosa,Transferencia
TXN-005362,COM-001,CLI-1-005,2026-02-05 18:57,7.83,5.03,2.8,Granos,Exitosa,Transferencia
TXN-005363,COM-001,CLI-1-026,2026-02-05 16:28,0.73,0.45,0.28,Snacks,Exitosa,QR Deuna
TXN-005364,COM-001,CLI-1-083,2026-02-05 12:47,2.61,1.66,0.95,Granos,Exitosa,QR Deuna
TXN-005365,COM-001,CLI-1-046,2026-02-05 18:01,1.31,0.85,0.46,Bebidas,Exitosa,QR Deuna
TXN-005366,COM-001,CLI-1-028,2026-02-05 18:29,3.93,2.62,1.31,Bebidas,Exitosa,QR Deuna
TXN-005367,COM-001,CLI-1-087,2026-02-05 18:05,1.31,0.8,0.51,Bebidas,Exitosa,Transferencia
